label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09
3	-562 m^2	0.2969	Lise	Bioinformatics, Computer Engineering, Electrical Engineering	1.6236	?	-802	badminton	236	1818
4	1382 m^2	0.6212	Andrew	Computer Science	0.6678	-151	638	golf	551	41
0	-539 m^2	0.1585	Fabrice	Computer Engineering	0.7439	798	-243	running	1529	1422
0	862 m^2	0.6055	Fabrice	Computer Engineering, Biotechnology	-0.0011	1214	593	track & field	-224	470
1	-378 m^2	0.334	Eriq	Statistics	-0.2907	-59	696	football	-275	1412
2	539 m^2	1.0524	Reilly	Data Science	0.3701	1408	1896	soccer	1051	228
4	1625 m^2	-0.0895	TONY	Robotics Engineering	1.6041	-604	-262	golf	401	-702
3	390 m^2	-0.3928	Lise	Human Computer Interaction	0.1505	819	-654	basketball	1377	2569
4	963 m^2	1.744	Andrew	Robotics Engineering	0.5978	567	1389	baseball	1092	285
2	811 m^2	-0.1634	Reilly	Data Science, Computational Media	-0.6385	-65	1152	tennis	2696	892
1	1447 m^2	1.6459	Vani	Natural Language Processing, Bioengineering	-0.474	-489	1707	football	-43	1261
2	478 m^2	0.5289	Reilly	Data Science	0.0557	433	229	soccer	1203	1857
2	-1147 m^2	0.5559	Michael	Data Science, Technology and Information Management	0.0092	2504	879	tennis	1608	-423
0	-567 m^2	-0.1579	Lise	Biotechnology, Electrical Engineering, Bioinformatics	-0.811	1081	-877	track & field	221	407
0	1116 m^2	0.6633	Fabrice	Electrical Engineering, Bioinformatics, Computer Engineering	0.704	871	30	track & field	-1027	86
1	749 m^2	1.0827	Vani	Computer Game Design	1.661	-245	1017	football	374	-150
2	609 m^2	0.1761	Chris	Technology and Information Management, Data Science	0.9257	1752	1497	baseball	-302	-114
2	1420 m^2	-0.8393	Reilly	Games and Playable Media, Applied Mathematics, Bioengineering, Natural Language Processing	0.5091	-24	868	soccer	898	279
2	1528 m^2	-0.1158	Reilly	Data Science, Technology and Information Management	-0.8489	964	688	soccer	714	820
2	-515 m^2	-0.7018	Reilly	Technology and Information Management, Data Science	-0.6748	-123	-322	tennis	1139	1071
4	801 m^2	0.7351	Andrew	Computer Science	1.5296	-516	1924	baseball	459	225
2	1133 m^2	-0.161	Reilly	Technology and Information Management, Computational Media	1.0083	-1115	171	tennis	1606	-222
4	2690 m^2	0.0765	Reilly	Biotechnology	-0.2393	-274	-440	Golf	714	139
4	1695 m^2	0.7666	Andrew	Computational Media, Data Science	0.4889	946	-474	baseball	981	803
2	1141 m^2	-0.0264	Reilly	Technology and Information Management	0.4151	685	1142	soccer	1234	70
3	-1705 m^2	0.3487	Sam	Bioengineering, Games and Playable Media, Human Computer Interaction	1.3171	1829	570	motor sports	297	1246
0	1461 m^2		Inan	Human Computer Interaction	1.1314	141	1133	running	-923	1406
0	NULL	0.4816	Fabrice	Biotechnology, Electrical Engineering, Bioinformatics	0.2425	483	1058	RUNNING	516	785
0	196 m^2	0.1591	Inan	ELECTRICAL ENGINEERING, BIOTECHNOLOGY	0.5477	-342	1557	running	180	6
3	950 m^2	0.0261	Lise	Games and Playable Media, Applied Mathematics	2.4146	-930	399	boxing	-728	692
2	896 m^2	0.6024	Reilly	Data Science	-0.9776	-1450	1672	None	907	N/A
2	920 m^2	0.451	Reilly	Computational Media	2.4161	-659	-207	soccer	1374	543
0	1269 m^2	-0.5208	inan	Computational Media, Technology and Information Management	0.8355	708	-1249	running	-543	1147
0	1090 m^2	-0.3166	Inan	Electrical Engineering, Biotechnology, Computer Engineering	-0.3731	1503	556	track & field	541	1921
3	-1146 m^2	1.8887	Lise	human computer interaction, games and playable media	1.9474	-281	-379	badminton	865	1567
0	871 m^2	1.2695	Sam	Robotics Engineering	1.1801	-387	603	track & field	-156	-695
0	1326 m^2	1.9836	Inan	Bioinformatics, Electrical Engineering	0.2626	-416	1941	track & field	-230	663
2	-600 m^2	-0.0591	Reilly	Technology and Information Management, Computational Media	0.7098	1490	1258	soccer	2801	853
0	1639 m^2	-0.1046	Inan	Electrical Engineering, Computer Engineering	1.5658	1306	-545	track & field	316	1779
2	1768 m^2	-0.5521	Reilly	Technology and Information Management, Data Science	0.3117	-441	614	tennis	120	41
3	942 m^2	0.3636	Sam	Electrical Engineering	2.0178	717	918	basketball	2534	531
3	-670 m^2	0.8377	Lise	Natural Language Processing, Human Computer Interaction, Games and Playable Media, Bioengineering	-0.0449	1191	494	basketball	192	-391
4	1011 m^2	0.4216	Chris	Applied Mathematics, Natural Language Processing	1.3394	1660	817	golf	1428	-409
1	1737 m^2	0.8178	Tony	Statistics	0.5909	65	977	football	267	246
2	1678 m^2	0.9191	Reilly	Data Science, Technology and Information Management	0.488	-86	0	tennis	955	1064
2	227 m^2	1.8462	Reilly	Bioinformatics, Biotechnology	-0.7282	-1129	-890	soccer	-29	-195
2	2148 m^2	-0.0826	Reilly	Technology and Information Management, Computational Media	-0.1109	415	-784	tennis	1537	787
4	2605 m^2	0.5626	Andrew	Robotics Engineering	0.2106	1073	-811	football	983	565
2	1425 m^2	-0.2084	Reilly	Computational Media	0.4968	899	-109	tennis	797	1257
4	580 m^2	0.492	Chris	Computer Game Design	0.8312	410	1830	baseball	1148	1735
4	285 m^2	2.1976	Chris	Computer Science	0.5186	952	1473	baseball	1059	1174
3	-377 m^2	0.7779		Bioengineering, Natural Language Processing	0.7384	1078	131	basketball	2518	721
0	-1268 m^2	0.6333	Fabrice	Computer Engineering, Electrical Engineering	1.2328	1359	-885	track & field	-330	2595
0	532 m^2	-0.0142	Fabrice	Biotechnology, Electrical Engineering	0.3606	-714	390	track & field	-938	1264
1	1360 m^2	0.3331	Tony	Statistics	-0.4381	-383	1333	soccer	-453	-304
0	1788 m^2	0.3093	Fabrice	Electrical Engineering, Biotechnology, Bioinformatics	0.0649	1291	295	track & field	906	500
1	1292 m^2	0.1044	Tony	Computer Game Design	-0.098	233	1303	football	-802	1480
0	1826 m^2	0.5246	Fabrice	Biotechnology	0.0071	1549	-639	track & field	944	545
1	1693 m^2	1.3663	Eriq	Computer Game Design	0.713	614	57	football	646	534
3	-509 m^2	0.4838	Sam	Human Computer Interaction	1.9177	2101	-261	badminton	1031	-466
3	-408 m^2	-0.421	Lise	Games and Playable Media, Applied Mathematics, Human Computer Interaction, Bioengineering	1.5331	136	1687	Basketball	539	2574
3	419 m^2	0.7781	Lise	Games and Playable Media, Natural Language Processing	-0.0419	862	-974	badminton	519	325
1	344 m^2	1.2316	Eriq	Statistics	-0.826	-193	1162	football	-586	-325
0	-162 m^2	-0.628	Fabrice	Computer Engineering	1.2511	2818	279	track & field	-129	267
3	142 m^2	-1.1297	Lise	Computational Media, Data Science	-0.3668	-224	205	boxing	759	1769
3	507 m^2	1.4808	Lise	Natural Language Processing, Bioengineering, Human Computer Interaction	0.841	-19	-265	boxing	-407	2333
3	1838 m^2	1.6898	Lise	Applied Mathematics	-0.1618	1542	887	badminton	436	209
1	1000 m^2	0.531	Vani	Statistics	0.1119	725	-137	football	-476	52
2	745 m^2	-0.4906	Reilly	TECHNOLOGY AND INFORMATION MANAGEMENT	0.6444	1370	386	soccer	-575	1665
4	192 m^2	-0.414	Chris	Robotics Engineering	1.732	-217	-120	golf	119	1578
0	1424 m^2	1.0458	Inan	Electrical Engineering, Bioinformatics, Computer Engineering	-0.9862	1715	1381	running	493	
0	1060 m^2	0.2423	Fabrice	Electrical Engineering	-0.0332	1259	-353	running	-1694	424
1	312 m^2	2.2188	Tony	Statistics	0.3941	147	771	football	1167	281
3	1650 m^2	-1.8006	Sam	Human Computer Interaction, Applied Mathematics, Natural Language Processing, Bioengineering	-0.7505	854	NULL	soccer	-409	421
0	740 m^2	-0.7803	Inan	Electrical Engineering, Biotechnology	0.2569	-529	1098	track & field	-437	1830
4	681 m^2	-0.3515	Andrew	Robotics Engineering	0.1197	1996	51	baseball	563	-78
1	12 m^2	0.6941	Tony	Computer Game Design	-0.4001	-320	1067	football	370	30
1	890 m^2	0.776	Eriq	Computer Game Design	0.3035	1147	872	football	-577	1583
0	1619 m^2	0.1058	Inan	Electrical Engineering	2.7655	1285	212	running	597	1504
3	272 m^2	1.1959	Lise	Games and Playable Media, Natural Language Processing, Applied Mathematics	0.2595	-29	-312	badminton	306	1352
2	930 m^2	0.3491	Reilly	Computational Media, Data Science	-0.5732	567	817	soccer	1799	67
4	922 m^2	0.5762	Chris	Computer Science	0.183	-344	-572	baseball	1020	-244
3	823 m^2	0.733	Lise	Applied Mathematics	2.3789	87	212	ice hockey	2093	1768
1	1121 m^2	1.4668	Tony	Statistics	0.7897	303	601	football	628	887
4	299 m^2	0.6725	Andrew	Technology and Information Management	1.476	-366	324	baseball	772	293
4	267 m^2	0.8179	Andrew	Computer Game Design	0.6577	1270	-236	golf	1523	-548
2	1499 m^2	-0.3771	Reilly	Robotics Engineering	0.6637	1017	-56	soccer	519	646
0	1957 m^2	0.06	Inan	Computational Media	0.1472	772	1051	running	-1042	315
3	-1019 m^2	0.7212	Lise	Computer Game Design	0.714	-1209	56	badminton	934	688
0	507 m^2	-0.4603	Inan	Bioinformatics, Electrical Engineering	2.8133	22	-111	TRACK & FIELD	378	1581
4	1118 m^2	-0.1384	Andrew	Robotics Engineering	1.3886	-595	-385	golf	606	472
0	796 m^2	-0.0397	Inan	Electrical Engineering	-1.0678	1562	-53	running	627	778
4	1928 m^2	-0.0096	Chris	Computer Science	0.9674	-314	-1359	golf	1348	1155
1	435 m^2	1.348	Eriq	Statistics	0.755	573	988	football	1501	841
1	-615 m^2	2.5123	Eriq	Statistics	2.0851	-327	1102	football	-553	1035
2	1318 m^2	-1.0258	Reilly	Computational Media, Data Science	-0.5618	-753	833	soccer	1722	968
2	636 m^2	0.0697	Reilly	Data Science, Computational Media	0.3826	1763	-330	soccer	1092	-522
0	1745 m^2	0.2957	Fabrice	Computer Engineering	1.1195	-292	802	running	-333	1370
2	675 m^2	1.3583	Reilly	Computational Media	-0.238	433	910	soccer	1160	400
4	1507 m^2	1.4349	Chris	Computer Science	1.2789	1413	593	baseball	2004	-545
4	1358 m^2	-0.0305	Chris	Robotics Engineering	0.135	2171	-301	baseball	327	-602
3	-613 m^2	-0.5616	Lise	Bioengineering, Applied Mathematics	1.7398	2175	412	ice hockey	964	-550
3	-905 m^2	-0.3553	Sam	Natural Language Processing, Bioengineering, Games and Playable Media, Applied Mathematics	-0.1299	2060	1020	volleyball	1729	1125
1	-388 m^2		Eriq	Statistics	-1.1472	469	1560	football	441	55
4	1643 m^2	0.6588	Michael	Robotics Engineering	0.9376	883	N/A	baseball	419	1178
3	None	1.6797	Sam	Bioengineering, Human Computer Interaction	0.9217	355	238	n/a	847	1606
2	150 m^2	1.7975	Reilly	Technology and Information Management, Data Science	-0.1307	841	598	tennis	741	176
1	1228 m^2	1.0712	Tony	Statistics		-1627	548	football	412	1024
3	-1780 m^2	-0.0436	Sam	Statistics	-0.0841	?	103	boxing	2064	1343
1	1067 m^2	1.1231	Eriq	Statistics	-0.1972	25	631	football	438	825
4	2116 m^2	0.4219	Michael	Computer Science	0.6295	215	412	golf	628	955
3	-295 m^2	-0.7315	Sam	Applied Mathematics, Natural Language Processing	0.7623	1451	1227	volleyball	1402	1655
3	296 m^2	0.5717	Lise	Bioengineering, Games and Playable Media, Applied Mathematics, Human Computer Interaction	1.7697	1037	-278	basketball	1792	1457
2	2753 m^2	-0.3963	Reilly	data science	0.1213	-439	1910	soccer	1161	-562
2	1823 m^2	0.768	Reilly	Technology and Information Management, Data Science	-1.6661	434	1885	tennis	600	-58
3	568 m^2	-0.5681	Lise	Natural Language Processing, Applied Mathematics	1.6774	536	1414	boxing	1446	865
3	499 m^2	1.06	Lise	Applied Mathematics, Bioengineering, Human Computer Interaction, Games and Playable Media	0.7833	730	851	golf	1381	1412
1	896 m^2	0.02	Eriq	Statistics	-0.559	517	2761	football	-1104	1104
4	1068 m^2	-0.6038	CHRIS	Computer Science	1.0605	870	53	baseball	893	541
1	1090 m^2	1.4861	Tony	Statistics	0.2826	1262	-66	football	1357	1293
2	-842 m^2	0.8333	Reilly	Data Science	0.3891	79	1434	tennis	1658	-1631
4	590 m^2	0.7033	Chris	Computer Science	0.4953	1515	1425	baseball	871	-1130
4	2978 m^2	0.4862	Andrew	Computer Science	2.3325	991	582	golf	258	962
4	932 m^2	-0.4285	Andrew	Computer Science	0.732	974	-49	golf	132	-79
4	1524 m^2	-0.1234	Chris	nATURAL lANGUAGE pROCESSING, gAMES AND pLAYABLE mEDIA	-0.4727	1405	903	baseball	1120	-317
2	554 m^2	0.2168	Reilly	Data Science	2.3373	617	738	tennis	947	1554
4	511 m^2	0.3866	MICHAEL	Computer Science	1.7227	276	-4	baseball	1213	-974
1	1757 m^2	0.9987	Vani	Computer Game Design	-0.3386	352	2764	football	945	614
4	1323 m^2	0.2705	Andrew	Computer Science	1.2464	951	93	golf	738	554
2	475 m^2	0.2292	Reilly	Computational Media, Technology and Information Management	-1.1247	-345	2003	tennis	784	661
4	642 m^2	0.4917	Andrew	Computer Science	0.6167	952	388	baseball	-449	1084
4	-265 m^2	0.0492	Michael	Computer Science	2.3092	1029	169	football	919	-1200
2	1374 m^2	0.5079	Reilly	Data Science	0.1487	-170	1228	tennis	1657	-799
0	1207 m^2	0.0548	None	Electrical Engineering, Computer Engineering	0.6097	1957	-150	track & field	-858	1981
0	255 m^2	-0.5935	Inan	Bioinformatics	0.7451	1252	-762	running	-156	1175
0	1011 m^2	1.5592	Fabrice	Biotechnology	1.191	274	328	running	2810	356
0	2574 m^2	1.4955	Inan	Electrical Engineering	1.7936	761	-467	running	-628	-947
0	470 m^2	0.8475	Inan	Biotechnology, Electrical Engineering, Computer Engineering	2.2694	590	116	track & field	1480	180
0	-191 m^2	-0.5238	Inan	Computer Engineering, Bioinformatics, Biotechnology	0.1859	1430	208	?	1662	-791
0	1461 m^2	0.1745	Fabrice	Biotechnology, Bioinformatics, Computer Engineering	-0.9607	755	194	tennis	-432	-460
0	-5 m^2	0.67	Fabrice	Biotechnology, Bioinformatics	1.4048	547	852	track & field	-409	1354
0	871 m^2	1.147	Fabrice	Computer Game Design	1.021	1406	-205	Track & Field	-812	2229
4	1441 m^2	1.1492	Andrew	Robotics Engineering	0.5794	383	-446	golf	1448	-953
4	418 m^2	0.7903	Michael	Robotics Engineering	-1.0857	801	-478	running	1620	-1118
2	210 m^2	0.1842	Reilly	Biotechnology	-0.0705	-1058	2201	tennis	?	864
4	436 m^2	-0.251	Michael	Robotics Engineering	0.8274	1624	-801	baseball	936	-126
4	-108 m^2	1.2185	Andrew	Robotics Engineering	2.5664	-974	-586	golf	366	17
0	1102 m^2	-0.6281	Inan	Electrical Engineering	0.6173	542	90	running	362	1572
4	3057 m^2	1.1916	Andrew	Computer Science	0.3053	1392	-596	baseball	1667	1247
3	-165 m^2	1.1331	Inan	Games and Playable Media	-1.1281	613	-319	badminton	1964	1879
4	2176 m^2	-0.2165	Chris	Robotics Engineering	0.6606	-282	869	golf	2714	494
4	2193 m^2	0.4215	Andrew	Computer Science	1.7617	407	514	golf	3623	1512
4	2398 m^2	-0.0362	Chris	Computer Science	1.2719	1124	-1631	golf	1430	941
1	1191 m^2	2.7126	Vani	Robotics Engineering	-0.5556	-437	680	football	479	2057
0	966 m^2	1.7276	Fabrice	Bioinformatics, Biotechnology, Computer Engineering	1.9993	525	311	running	1747	1786
4	549 m^2	1.6837	Chris	Robotics Engineering	-1.4225	-29	-1019	golf	-836	311
1	1238 m^2	0.2896	Tony	Statistics	n/a	123	330	football	2874	451
0	-1060 m^2	0.5844	Inan	Bioinformatics, Computer Engineering	0.906	161	-796	track & field	-52	670
4	2151 m^2	1.4265	Chris	Computer Science	2.2671	567	1394	baseball	1269	-739
3	-161 m^2	-0.3801	Lise	Natural Language Processing, Bioengineering	0.1854	632	N/A	Motor Sports	1053	2275
0	1215 m^2	0.3021	Fabrice	Biotechnology, Computer Engineering, Electrical Engineering	0.1199	1615	1749	track & field	?	81
3	197 m^2	-0.3728	Sam	Natural Language Processing, Human Computer Interaction	1.8608	1484	754	basketball	1685	879
1	437 m^2	0.0988	Eriq	Statistics	-1.4484	1818	2301	football	536	2090
2	1824 m^2	0.2828	Reilly	Robotics Engineering	-0.152	-380	1496	SOCCER	2150	1091
0	1223 m^2	1.3464	Fabrice	Computer Engineering, Biotechnology, Electrical Engineering	0.1268	81	-338	track & field	205	1116
3	-708 m^2	0.1861	Sam	aPPLIED mATHEMATICS, bIOENGINEERING, nATURAL lANGUAGE pROCESSING	0.3291	31	-95	basketball	233	2150
0	-498 m^2	1.522	inan	TECHNOLOGY AND INFORMATION MANAGEMENT, COMPUTATIONAL MEDIA	1.251	2155	679	track & field	581	428
4	736 m^2	0.3057	Michael	COMPUTER SCIENCE	0.5153	1342	-46	baseball	987	-195
2	568 m^2	-0.0105	Reilly	Technology and Information Management, Computational Media	-0.2777	-958	2251	tennis	1200	138
0	1162 m^2	0.1799	Inan	Biotechnology, Computer Engineering	1.5513	730	-910	running	-43	102
0	1936 m^2	0.7235	Fabrice	Computer Engineering, Biotechnology, Electrical Engineering	0.2595	1776	2201	tennis	425	549
1	1186 m^2	1.8604	Eriq	Computer Game Design	0.0033	-1838	1516	football	-2359	1956
3	862 m^2	1.7787	Lise	Natural Language Processing, Human Computer Interaction, Bioengineering, Games and Playable Media	0.382	1611	1184	badminton	1221	1351
2	1688 m^2	-1.2545	Reilly	Applied Mathematics	-0.197	1346	616	tennis	1154	722
4	341 m^2	0.0083	Michael	Robotics Engineering	-1.2075	921	-503	baseball	1434	29
2	2460 m^2	-0.4846	Reilly	Data Science, Computational Media	-0.6432	-492	746	soccer	379	113
1	311 m^2	0.7958	VANI	Statistics	-0.2551	907	1224	football	555	691
0	-514 m^2	0.9114	Inan	Biotechnology, Computer Engineering	0.746	888	-533	running	-43	2036
0	7 m^2	-0.407	Fabrice	Computer Engineering, Electrical Engineering, Biotechnology	1.8815	467	796	track & field	2266	-326
1	1561 m^2	1.8929	Vani	Computer Game Design	-0.5957	-1000	603	football	-1670	155
0	1328 m^2	0.6379	Inan	BIOTECHNOLOGY, COMPUTER ENGINEERING, BIOINFORMATICS	-0.7664	-385	71	track & field	-246	1194
0	802 m^2	0.4567	Inan	Games and Playable Media	0.7505	-422	1473	track & field	-1168	-1103
1	1466 m^2	1.0118	Eriq	Computer Game Design	-0.495	-97	1425	football	-550	220
4	542 m^2	1.1676	Reilly	Robotics Engineering	1.1316	-476	-872	baseball	1995	-437
1	585 m^2	1.0977	Vani	Statistics	-0.2056	527	1484	football	1303	1841
4	492 m^2	-0.2498	Michael	Computer Science	-0.0488	695	-761	baseball	274	1224
1	1762 m^2	0.2933	Tony	Statistics	-1.2406	-520	1371	football	610	338
0	496 m^2	-0.4083	Sam	Computer Engineering, Bioinformatics	0.6245	2536	1621	track & field	-1311	550
0	1307 m^2	-0.6127	Inan	Computer Engineering, Electrical Engineering, Bioinformatics	0.0057	NULL	-397	running	732	950
2	1227 m^2	0.574	n/a	Technology and Information Management, Computational Media	1.0357	574	324	tennis	160	2294
1	274 m^2	0.261	Reilly	Statistics	-0.0997	-1660	496	football	433	1449
2	838 m^2	1.1815	Reilly	Data Science	-0.2664	247	699	motor sports	637	1204
3	-72 m^2	-0.6284	Lise	dATA sCIENCE	0.9737	1905	622	football	659	1139
4	1699 m^2	2.0821	Chris	Computer Science	1.1717	151	572	baseball	568	-278
2	955 m^2	0.144	Vani	Technology and Information Management	-0.2944	-609	1730	soccer	-174	-798
3	-1385 m^2	-0.9048	Sam	Applied Mathematics	-0.4637	-371	-446	ice hockey	1444	491
4	422 m^2	-0.307	Michael	Computational Media, Technology and Information Management	0.4636	1417	-150	golf	1201	521
0	N/A	1.4305	Fabrice	Biotechnology	3.5388	-492	546	track & field	381	1167
3	840 m^2	0.5366	Lise	Games and Playable Media	1.5474	155	-448	ice hockey	448	886
3	955 m^2	1.5233	Sam	Bioengineering, Natural Language Processing	2.3752	-839	-232	basketball	1837	1701
4	-38 m^2	0.5999	Michael	Computer Science	1.8613	210	-783	golf	926	148
0	2669 m^2	1.9108	Fabrice	Electrical Engineering, Bioinformatics	0.3956	-12	571	running	-416	3223
2	1129 m^2	1.1969	Reilly	tECHNOLOGY AND iNFORMATION mANAGEMENT	0.1548	-74	295	tennis	2264	-565
2	705 m^2	n/a	Reilly	Data Science, Computational Media	-1.6535	-362	872	soccer	1260	1036
3	-363 m^2	1.5388	Lise	Games and Playable Media	0.1215	337	-884	volleyball	1265	961
0	353 m^2	-0.4405	Reilly	Electrical Engineering	0.8376	941	151	running	-144	1054
4	1070 m^2	-0.5258	Andrew	Robotics Engineering	1.8656	1000	-499	golf	1381	2078
1	321 m^2	0.5743	Eriq	Computer Game Design	0.5506	384	640	football	1458	-1068
3	745 m^2	0.5157	Lise	Bioengineering, Games and Playable Media, Natural Language Processing	1.1689	1607	-18	boxing	510	2290
0	1898 m^2	1.957	Fabrice	Biotechnology, Electrical Engineering, Bioinformatics	-0.0627	1105	301	track & field	373	528
4	-183 m^2	0.2201	Andrew	Robotics Engineering	-0.0851	2145	603	golf	725	866
1	963 m^2	0.4718	Tony	Computational Media, Data Science	-0.9735	-15	-152	football	803	520
2	1291 m^2	0.309	Reilly	Data Science, Technology and Information Management	0.0418	1334	2404	tennis	1323	412
3	155 m^2	1.4153	Sam	Human Computer Interaction, Applied Mathematics, Games and Playable Media, Bioengineering	0.8122	1057	-994	volleyball	1423	639
1	2987 m^2	1.3305	Eriq	Statistics	1.6195	529	1014	football	248	64
2	-134 m^2	0.6919	Reilly	Robotics Engineering	-0.7302	939	1602	soccer	1663	-295
3	347 m^2	0.6009	Sam	Bioengineering	1.6361	436	237	ice hockey	501	1083
4	865 m^2	-0.5304	Chris	Robotics Engineering	0.4762	1475	1206	baseball	1150	934
1	980 m^2	1.5658	Tony	Computer Game Design	-0.0409	644	1541	football	3	973
4	1020 m^2	-0.0055	Andrew	Computer Science	1.1334	263	656	GOLF	1607	2
4	0 m^2	-0.0069	Michael	Data Science, Technology and Information Management	0.9957	1116	327	baseball	-16	-139
0	1870 m^2	1.379	Inan	Electrical Engineering, Biotechnology	0.6497	252	654	running	1516	-830
3	700 m^2	-0.3739	Sam	Bioengineering, Human Computer Interaction	1.0309	420	-767	boxing	-40	1809
0	837 m^2	1.1921	Inan	Bioinformatics, Electrical Engineering, Biotechnology	0.6143	1890	-69	running	-1057	1345
1	1197 m^2	1.3445	n/a	statistics	-0.0944	289	353	running	390	NULL
0	1428 m^2	-0.295	Fabrice	Computer Game Design	1.1224	686	-731	track & field	-235	-61
3	-428 m^2	0.645	Sam	Computer Game Design	-0.8893	529	-267	basketball	1590	2043
1	2051 m^2	1.2085	Eriq	Robotics Engineering	0.6244	1882	-196	football	-791	228
4	571 m^2	-0.3884	Chris	Robotics Engineering	1.0972	-103	-301	baseball	1600	27
3	-712 m^2	-0.5201	Sam	Games and Playable Media	-0.4491	-92	771	basketball	575	-13
4	419 m^2	1.0309	Chris	robotics engineering	1.7783	905	-134	None	835	590
0	1314 m^2	0.8752	Inan	Electrical Engineering	0.7262	1360	-763	football	2350	1502
2	-498 m^2	0.7741	Reilly	Computational Media, Data Science	1.2219	1553	344	tennis	1355	-223
3	-5 m^2	0.2748	Lise	Statistics	1.3603	350	-768	boxing	1714	2003
1	1281 m^2	0.5988	Tony	Statistics	-0.9573	-1109	2778	football	199	-1301
2	1091 m^2	-0.4699	Reilly	Technology and Information Management, Computational Media	0.2619	-436	706	soccer	75	-474
1	1488 m^2	1.3257	Tony	Statistics	0.2091	-711	509	football	-293	1400
2	237 m^2	1.3208	Reilly	Data Science	-0.434	696	962	tennis	1627	-868
1	1302 m^2	0.3333	Vani	Computer Game Design	-0.2612	757	-405	football	-182	575
3	201 m^2	-0.1586	Sam	Bioengineering, Applied Mathematics	-0.0636	461	336	boxing	839	881
4	1268 m^2	2.1359	Andrew	Technology and Information Management	-0.5315	1670	-363	baseball	552	-1375
4	1020 m^2	0.7643	Michael	computer science	None	1363	750	baseball	1546	-211
1	1217 m^2	0.9157	Lise	Computer Game Design	-0.7672	-401	349	soccer	-286	782
0	-78 m^2	0.2386	Inan	Bioinformatics, Electrical Engineering	0.9684	1730	102	track & field	147	-431
2	1077 m^2	0.3868	Reilly	Computational Media, Technology and Information Management	-0.0636	595	1524	SOCCER	1806	-792
4	545 m^2	-0.0496	Chris	Natural Language Processing, Bioengineering	0.7684	-582	118	golf	1774	-413
3	864 m^2	-0.1412	Lise	Human Computer Interaction, Applied Mathematics, Natural Language Processing, Games and Playable Media	0.7287	843	507	ice hockey	1316	-148
3	-622 m^2	0.5304	Sam	Games and Playable Media, Bioengineering	1.6851	-897	997	volleyball	884	1246
3	453 m^2	1.4697	Sam	Human Computer Interaction, Bioengineering, Natural Language Processing, Games and Playable Media	0.7703	-272	557	volleyball	21	1131
2	907 m^2	-0.4227	Reilly	Technology and Information Management	-0.0087	212	1781	tennis	965	-950
1	-556 m^2	1.1954	Tony	Human Computer Interaction, Games and Playable Media	-0.6715	-516	1265	football	267	-140
4	2264 m^2	0.8946	Michael	Statistics	0.5792	1803	17	motor sports	608	913
2	534 m^2	-0.1249	Reilly	Data Science	1.5096	-209	1137	tennis	2313	864
2	1603 m^2	0.47	Reilly	Technology and Information Management	1.3035	805	1109	tennis	528	995
1	-1220 m^2	1.1974	Vani	Computer Game Design	0.2038	704	392	football	-112	739
0	467 m^2	1.4601	Inan	Technology and Information Management, Computational Media	0.5653	1415	1759	track & field	791	1333
0	1149 m^2	0.1267	Fabrice	Bioinformatics	1.7469	1017	1670	running	57	-297
4	2525 m^2	0.8511	Andrew	Computer Science	0.0736	811	-105	baseball	1167	-859
3	1118 m^2	1.2033	Lise	Statistics	1.2928	-8	-749	basketball	-749	1990
2	2127 m^2	1.564	Reilly	Technology and Information Management, Data Science	-1.0168	668	-243	soccer	1040	911
3	-908 m^2	0.5368	Lise	Games and Playable Media, Natural Language Processing, Human Computer Interaction, Applied Mathematics	2.8718	530	-158	boxing	1156	526
1	-272 m^2	0.9702	Eriq	Computer Science	-0.7617	651	1306	baseball	-957	1964
0	527 m^2	-0.9631	None	Electrical Engineering, Bioinformatics	0.5421	1871	547	track & field	?	2124
4	2030 m^2	-1.0039	Andrew	Robotics Engineering	2.7041	1091	188	baseball	1226	758
0	2721 m^2	0.2336	Inan	Electrical Engineering, Computer Engineering, Biotechnology	1.0865	1654	42	running	-431	926
3	618 m^2	0.1177	Sam	Human Computer Interaction, Natural Language Processing, Applied Mathematics, Games and Playable Media	1.0099	-216	598	boxing	-405	1966
2	751 m^2	0.5787	Reilly	Data Science	-1.8289	952	2157	tennis	917	248
3	-563 m^2	0.3326	Lise	Natural Language Processing, Applied Mathematics, Games and Playable Media	2.2161	745	371	basketball	442	1772
1	2910 m^2	-0.0973	Eriq	Statistics	-1.1021	345	546	football	946	1840
3	1123 m^2	-0.2388	Lise	Human Computer Interaction, Games and Playable Media, Natural Language Processing, Bioengineering	0.7197	1560	1407	ice hockey	565	-80
1	-762 m^2	-0.6203	Vani	Computer Science	-0.5477	-275	502	football	995	918
2	1315 m^2	-0.3642	Reilly	Data Science	0.5016	-1434	-218	soccer	386	1958
2	1403 m^2	0.7061	Reilly	Computational Media	2.0202	2374	1535	tennis	1090	-516
1	613 m^2	0.0778	Tony	Computer Game Design	-1.1664	194	1329	football	-12	20
3	152 m^2	-0.5802	Andrew	Applied Mathematics, Natural Language Processing, Bioengineering, Games and Playable Media	2.2224	363	339	motor sports	1718	2261
4	1482 m^2	-0.7402	Chris	Computer Science	-0.1177	916	158	baseball	1430	1314
1	2556 m^2	1.5029	Michael	Computer Game Design	-0.5385	-898	1224	football	-1631	-198
0	1949 m^2	0.6696	Inan	Biotechnology	1.008	318	964	track & field	42	-231
